filepath,label,writer_id,sheet_id,source_sheet,cell_index
dataset/images/1/ Khan_ 1_ sheet3_ 44.png,1,Khan,sheet3,Khan_1_sheet3.JPG,44
dataset/images/1/ Khan_ 1_ sheet3_ 45.png,1,Khan,sheet3,Khan_1_sheet3.JPG,45
dataset/images/1/ Khan_ 1_ sheet3_ 46.png,1,Khan,sheet3,Khan_1_sheet3.JPG,46
dataset/images/1/ Khan_ 1_ sheet3_ 47.png,1,Khan,sheet3,Khan_1_sheet3.JPG,47
dataset/images/1/ Khan_ 1_ sheet3_ 48.png,1,Khan,sheet3,Khan_1_sheet3.JPG,48
dataset/images/1/ Khan_ 1_ sheet3_ 49.png,1,Khan,sheet3,Khan_1_sheet3.JPG,49
dataset/images/1/ Khan_ 1_ sheet3_ 50.png,1,Khan,sheet3,Khan_1_sheet3.JPG,50
dataset/images/1/ Khan_ 1_ sheet3_ 51.png,1,Khan,sheet3,Khan_1_sheet3.JPG,51
dataset/images/1/ Khan_ 1_ sheet3_ 52.png,1,Khan,sheet3,Khan_1_sheet3.JPG,52
dataset/images/1/ Khan_ 1_ sheet3_ 53.png,1,Khan,sheet3,Khan_1_sheet3.JPG,53
dataset/images/1/ Khan_ 1_ sheet3_ 54.png,1,Khan,sheet3,Khan_1_sheet3.JPG,54
dataset/images/1/ Khan_ 1_ sheet3_ 55.png,1,Khan,sheet3,Khan_1_sheet3.JPG,55
dataset/images/1/ Khan_ 1_ sheet3_ 56.png,1,Khan,sheet3,Khan_1_sheet3.JPG,56
dataset/images/1/ Khan_ 1_ sheet3_ 57.png,1,Khan,sheet3,Khan_1_sheet3.JPG,57
dataset/images/1/ Khan_ 1_ sheet3_ 58.png,1,Khan,sheet3,Khan_1_sheet3.JPG,58
dataset/images/1/ Khan_ 1_ sheet3_ 59.png,1,Khan,sheet3,Khan_1_sheet3.JPG,59
dataset/images/1/ Khan_ 1_ sheet3_ 60.png,1,Khan,sheet3,Khan_1_sheet3.JPG,60
dataset/images/1/ Khan_ 1_ sheet3_ 61.png,1,Khan,sheet3,Khan_1_sheet3.JPG,61
dataset/images/1/ Khan_ 1_ sheet3_ 62.png,1,Khan,sheet3,Khan_1_sheet3.JPG,62
dataset/images/1/ Khan_ 1_ sheet3_ 63.png,1,Khan,sheet3,Khan_1_sheet3.JPG,63
dataset/images/1/ Khan_ 1_ sheet3_ 64.png,1,Khan,sheet3,Khan_1_sheet3.JPG,64
dataset/images/1/ Khan_ 1_ sheet3_ 65.png,1,Khan,sheet3,Khan_1_sheet3.JPG,65
dataset/images/1/ Khan_ 1_ sheet3_ 66.png,1,Khan,sheet3,Khan_1_sheet3.JPG,66
dataset/images/1/ Khan_ 1_ sheet3_ 67.png,1,Khan,sheet3,Khan_1_sheet3.JPG,67
dataset/images/1/ Khan_ 1_ sheet3_ 68.png,1,Khan,sheet3,Khan_1_sheet3.JPG,68
dataset/images/1/ Khan_ 1_ sheet3_ 69.png,1,Khan,sheet3,Khan_1_sheet3.JPG,69
dataset/images/1/ Khan_ 1_ sheet3_ 70.png,1,Khan,sheet3,Khan_1_sheet3.JPG,70
dataset/images/1/ Khan_ 1_ sheet3_ 71.png,1,Khan,sheet3,Khan_1_sheet3.JPG,71
dataset/images/1/ Khan_ 1_ sheet3_ 72.png,1,Khan,sheet3,Khan_1_sheet3.JPG,72
dataset/images/1/ Khan_ 1_ sheet3_ 73.png,1,Khan,sheet3,Khan_1_sheet3.JPG,73
dataset/images/1/ Khan_ 1_ sheet3_ 74.png,1,Khan,sheet3,Khan_1_sheet3.JPG,74
dataset/images/1/ Khan_ 1_ sheet3_ 75.png,1,Khan,sheet3,Khan_1_sheet3.JPG,75
dataset/images/1/ Khan_ 1_ sheet3_ 76.png,1,Khan,sheet3,Khan_1_sheet3.JPG,76
dataset/images/1/ Khan_ 1_ sheet3_ 77.png,1,Khan,sheet3,Khan_1_sheet3.JPG,77
dataset/images/1/ Khan_ 1_ sheet3_ 78.png,1,Khan,sheet3,Khan_1_sheet3.JPG,78
dataset/images/1/ Khan_ 1_ sheet3_ 79.png,1,Khan,sheet3,Khan_1_sheet3.JPG,79
dataset/images/1/ Khan_ 1_ sheet3_ 80.png,1,Khan,sheet3,Khan_1_sheet3.JPG,80
dataset/images/1/ Khan_ 1_ sheet3_ 81.png,1,Khan,sheet3,Khan_1_sheet3.JPG,81
dataset/images/1/ Khan_ 1_ sheet3_ 82.png,1,Khan,sheet3,Khan_1_sheet3.JPG,82
dataset/images/1/ Khan_ 1_ sheet3_ 83.png,1,Khan,sheet3,Khan_1_sheet3.JPG,83
dataset/images/1/ Khan_ 1_ sheet3_ 84.png,1,Khan,sheet3,Khan_1_sheet3.JPG,84
dataset/images/1/ Khan_ 1_ sheet3_ 85.png,1,Khan,sheet3,Khan_1_sheet3.JPG,85
dataset/images/1/ Khan_ 1_ sheet3_ 86.png,1,Khan,sheet3,Khan_1_sheet3.JPG,86
dataset/images/1/ Khan_ 1_ sheet3_ 87.png,1,Khan,sheet3,Khan_1_sheet3.JPG,87
dataset/images/1/ Khan_ 1_ sheet3_ 88.png,1,Khan,sheet3,Khan_1_sheet3.JPG,88
dataset/images/1/ Khan_ 1_ sheet3_ 89.png,1,Khan,sheet3,Khan_1_sheet3.JPG,89
dataset/images/1/ Khan_ 1_ sheet3_ 90.png,1,Khan,sheet3,Khan_1_sheet3.JPG,90
dataset/images/1/ Khan_ 1_ sheet3_ 91.png,1,Khan,sheet3,Khan_1_sheet3.JPG,91
dataset/images/1/ Khan_ 1_ sheet3_ 92.png,1,Khan,sheet3,Khan_1_sheet3.JPG,92
dataset/images/1/ Khan_ 1_ sheet3_ 93.png,1,Khan,sheet3,Khan_1_sheet3.JPG,93
dataset/images/1/ Khan_ 1_ sheet3_ 94.png,1,Khan,sheet3,Khan_1_sheet3.JPG,94
dataset/images/1/ Khan_ 1_ sheet3_ 95.png,1,Khan,sheet3,Khan_1_sheet3.JPG,95
dataset/images/1/ Khan_ 1_ sheet3_ 96.png,1,Khan,sheet3,Khan_1_sheet3.JPG,96
dataset/images/1/ Khan_ 1_ sheet3_ 97.png,1,Khan,sheet3,Khan_1_sheet3.JPG,97
dataset/images/1/ Khan_ 1_ sheet3_ 98.png,1,Khan,sheet3,Khan_1_sheet3.JPG,98
dataset/images/1/ Khan_ 1_ sheet3_ 99.png,1,Khan,sheet3,Khan_1_sheet3.JPG,99
dataset/images/1/ Khan_ 1_ sheet4_ 0.png,1,Khan,sheet4,Khan_1_sheet4.JPG,0
dataset/images/1/ Khan_ 1_ sheet4_ 1.png,1,Khan,sheet4,Khan_1_sheet4.JPG,1
dataset/images/1/ Khan_ 1_ sheet4_ 2.png,1,Khan,sheet4,Khan_1_sheet4.JPG,2
dataset/images/1/ Khan_ 1_ sheet4_ 3.png,1,Khan,sheet4,Khan_1_sheet4.JPG,3
dataset/images/1/ Khan_ 1_ sheet4_ 4.png,1,Khan,sheet4,Khan_1_sheet4.JPG,4
dataset/images/1/ Khan_ 1_ sheet4_ 5.png,1,Khan,sheet4,Khan_1_sheet4.JPG,5
dataset/images/1/ Khan_ 1_ sheet4_ 6.png,1,Khan,sheet4,Khan_1_sheet4.JPG,6
dataset/images/1/ Khan_ 1_ sheet4_ 7.png,1,Khan,sheet4,Khan_1_sheet4.JPG,7
dataset/images/1/ Khan_ 1_ sheet4_ 8.png,1,Khan,sheet4,Khan_1_sheet4.JPG,8
dataset/images/1/ Khan_ 1_ sheet4_ 9.png,1,Khan,sheet4,Khan_1_sheet4.JPG,9
dataset/images/1/ Khan_ 1_ sheet4_ 10.png,1,Khan,sheet4,Khan_1_sheet4.JPG,10
dataset/images/1/ Khan_ 1_ sheet4_ 11.png,1,Khan,sheet4,Khan_1_sheet4.JPG,11
dataset/images/1/ Khan_ 1_ sheet4_ 12.png,1,Khan,sheet4,Khan_1_sheet4.JPG,12
dataset/images/1/ Khan_ 1_ sheet4_ 13.png,1,Khan,sheet4,Khan_1_sheet4.JPG,13
dataset/images/1/ Khan_ 1_ sheet4_ 14.png,1,Khan,sheet4,Khan_1_sheet4.JPG,14
dataset/images/1/ Khan_ 1_ sheet4_ 15.png,1,Khan,sheet4,Khan_1_sheet4.JPG,15
dataset/images/1/ Khan_ 1_ sheet4_ 16.png,1,Khan,sheet4,Khan_1_sheet4.JPG,16
dataset/images/1/ Khan_ 1_ sheet4_ 17.png,1,Khan,sheet4,Khan_1_sheet4.JPG,17
dataset/images/1/ Khan_ 1_ sheet4_ 18.png,1,Khan,sheet4,Khan_1_sheet4.JPG,18
dataset/images/1/ Khan_ 1_ sheet4_ 19.png,1,Khan,sheet4,Khan_1_sheet4.JPG,19
dataset/images/1/ Khan_ 1_ sheet4_ 20.png,1,Khan,sheet4,Khan_1_sheet4.JPG,20
dataset/images/1/ Khan_ 1_ sheet4_ 21.png,1,Khan,sheet4,Khan_1_sheet4.JPG,21
dataset/images/1/ Khan_ 1_ sheet4_ 22.png,1,Khan,sheet4,Khan_1_sheet4.JPG,22
dataset/images/1/ Khan_ 1_ sheet4_ 23.png,1,Khan,sheet4,Khan_1_sheet4.JPG,23
dataset/images/1/ Khan_ 1_ sheet4_ 24.png,1,Khan,sheet4,Khan_1_sheet4.JPG,24
dataset/images/1/ Khan_ 1_ sheet4_ 25.png,1,Khan,sheet4,Khan_1_sheet4.JPG,25
dataset/images/1/ Khan_ 1_ sheet4_ 26.png,1,Khan,sheet4,Khan_1_sheet4.JPG,26
dataset/images/1/ Khan_ 1_ sheet4_ 27.png,1,Khan,sheet4,Khan_1_sheet4.JPG,27
dataset/images/1/ Khan_ 1_ sheet4_ 28.png,1,Khan,sheet4,Khan_1_sheet4.JPG,28
dataset/images/1/ Khan_ 1_ sheet4_ 29.png,1,Khan,sheet4,Khan_1_sheet4.JPG,29
dataset/images/1/ Khan_ 1_ sheet4_ 30.png,1,Khan,sheet4,Khan_1_sheet4.JPG,30
dataset/images/1/ Khan_ 1_ sheet4_ 31.png,1,Khan,sheet4,Khan_1_sheet4.JPG,31
dataset/images/1/ Khan_ 1_ sheet4_ 32.png,1,Khan,sheet4,Khan_1_sheet4.JPG,32
dataset/images/1/ Khan_ 1_ sheet4_ 33.png,1,Khan,sheet4,Khan_1_sheet4.JPG,33
dataset/images/1/ Khan_ 1_ sheet4_ 34.png,1,Khan,sheet4,Khan_1_sheet4.JPG,34
dataset/images/1/ Khan_ 1_ sheet4_ 35.png,1,Khan,sheet4,Khan_1_sheet4.JPG,35
dataset/images/1/ Khan_ 1_ sheet4_ 36.png,1,Khan,sheet4,Khan_1_sheet4.JPG,36
dataset/images/1/ Khan_ 1_ sheet4_ 37.png,1,Khan,sheet4,Khan_1_sheet4.JPG,37
dataset/images/1/ Khan_ 1_ sheet4_ 38.png,1,Khan,sheet4,Khan_1_sheet4.JPG,38
dataset/images/1/ Khan_ 1_ sheet4_ 39.png,1,Khan,sheet4,Khan_1_sheet4.JPG,39
dataset/images/1/ Khan_ 1_ sheet4_ 40.png,1,Khan,sheet4,Khan_1_sheet4.JPG,40
dataset/images/1/ Khan_ 1_ sheet4_ 41.png,1,Khan,sheet4,Khan_1_sheet4.JPG,41
dataset/images/1/ Khan_ 1_ sheet4_ 42.png,1,Khan,sheet4,Khan_1_sheet4.JPG,42
dataset/images/1/ Khan_ 1_ sheet4_ 43.png,1,Khan,sheet4,Khan_1_sheet4.JPG,43
dataset/images/1/ Khan_ 1_ sheet4_ 44.png,1,Khan,sheet4,Khan_1_sheet4.JPG,44
dataset/images/1/ Khan_ 1_ sheet4_ 45.png,1,Khan,sheet4,Khan_1_sheet4.JPG,45
dataset/images/1/ Khan_ 1_ sheet4_ 46.png,1,Khan,sheet4,Khan_1_sheet4.JPG,46
dataset/images/1/ Khan_ 1_ sheet4_ 47.png,1,Khan,sheet4,Khan_1_sheet4.JPG,47
dataset/images/1/ Khan_ 1_ sheet4_ 48.png,1,Khan,sheet4,Khan_1_sheet4.JPG,48
dataset/images/1/ Khan_ 1_ sheet4_ 49.png,1,Khan,sheet4,Khan_1_sheet4.JPG,49
dataset/images/1/ Khan_ 1_ sheet4_ 50.png,1,Khan,sheet4,Khan_1_sheet4.JPG,50
dataset/images/1/ Khan_ 1_ sheet4_ 51.png,1,Khan,sheet4,Khan_1_sheet4.JPG,51
dataset/images/1/ Khan_ 1_ sheet4_ 52.png,1,Khan,sheet4,Khan_1_sheet4.JPG,52
dataset/images/1/ Khan_ 1_ sheet4_ 53.png,1,Khan,sheet4,Khan_1_sheet4.JPG,53
dataset/images/1/ Khan_ 1_ sheet4_ 54.png,1,Khan,sheet4,Khan_1_sheet4.JPG,54
dataset/images/1/ Khan_ 1_ sheet4_ 55.png,1,Khan,sheet4,Khan_1_sheet4.JPG,55
dataset/images/1/ Khan_ 1_ sheet4_ 56.png,1,Khan,sheet4,Khan_1_sheet4.JPG,56
dataset/images/1/ Khan_ 1_ sheet4_ 57.png,1,Khan,sheet4,Khan_1_sheet4.JPG,57
dataset/images/1/ Khan_ 1_ sheet4_ 58.png,1,Khan,sheet4,Khan_1_sheet4.JPG,58
dataset/images/1/ Khan_ 1_ sheet4_ 59.png,1,Khan,sheet4,Khan_1_sheet4.JPG,59
dataset/images/1/ Khan_ 1_ sheet4_ 60.png,1,Khan,sheet4,Khan_1_sheet4.JPG,60
dataset/images/1/ Khan_ 1_ sheet4_ 61.png,1,Khan,sheet4,Khan_1_sheet4.JPG,61
dataset/images/1/ Khan_ 1_ sheet4_ 62.png,1,Khan,sheet4,Khan_1_sheet4.JPG,62
dataset/images/1/ Khan_ 1_ sheet4_ 63.png,1,Khan,sheet4,Khan_1_sheet4.JPG,63
dataset/images/1/ Khan_ 1_ sheet4_ 64.png,1,Khan,sheet4,Khan_1_sheet4.JPG,64
dataset/images/1/ Khan_ 1_ sheet4_ 65.png,1,Khan,sheet4,Khan_1_sheet4.JPG,65
dataset/images/1/ Khan_ 1_ sheet4_ 66.png,1,Khan,sheet4,Khan_1_sheet4.JPG,66
dataset/images/1/ Khan_ 1_ sheet4_ 67.png,1,Khan,sheet4,Khan_1_sheet4.JPG,67
dataset/images/1/ Khan_ 1_ sheet4_ 68.png,1,Khan,sheet4,Khan_1_sheet4.JPG,68
dataset/images/1/ Khan_ 1_ sheet4_ 69.png,1,Khan,sheet4,Khan_1_sheet4.JPG,69
dataset/images/1/ Khan_ 1_ sheet4_ 70.png,1,Khan,sheet4,Khan_1_sheet4.JPG,70
dataset/images/1/ Khan_ 1_ sheet4_ 71.png,1,Khan,sheet4,Khan_1_sheet4.JPG,71
dataset/images/1/ Khan_ 1_ sheet4_ 72.png,1,Khan,sheet4,Khan_1_sheet4.JPG,72
dataset/images/1/ Khan_ 1_ sheet4_ 73.png,1,Khan,sheet4,Khan_1_sheet4.JPG,73
dataset/images/1/ Khan_ 1_ sheet4_ 74.png,1,Khan,sheet4,Khan_1_sheet4.JPG,74
dataset/images/1/ Khan_ 1_ sheet4_ 75.png,1,Khan,sheet4,Khan_1_sheet4.JPG,75
dataset/images/1/ Khan_ 1_ sheet4_ 76.png,1,Khan,sheet4,Khan_1_sheet4.JPG,76
dataset/images/1/ Khan_ 1_ sheet4_ 77.png,1,Khan,sheet4,Khan_1_sheet4.JPG,77
dataset/images/1/ Khan_ 1_ sheet4_ 78.png,1,Khan,sheet4,Khan_1_sheet4.JPG,78
dataset/images/1/ Khan_ 1_ sheet4_ 79.png,1,Khan,sheet4,Khan_1_sheet4.JPG,79
dataset/images/1/ Khan_ 1_ sheet4_ 80.png,1,Khan,sheet4,Khan_1_sheet4.JPG,80
dataset/images/1/ Khan_ 1_ sheet4_ 81.png,1,Khan,sheet4,Khan_1_sheet4.JPG,81
dataset/images/1/ Khan_ 1_ sheet4_ 82.png,1,Khan,sheet4,Khan_1_sheet4.JPG,82
dataset/images/1/ Khan_ 1_ sheet4_ 83.png,1,Khan,sheet4,Khan_1_sheet4.JPG,83
dataset/images/1/ Khan_ 1_ sheet4_ 84.png,1,Khan,sheet4,Khan_1_sheet4.JPG,84
dataset/images/1/ Khan_ 1_ sheet4_ 85.png,1,Khan,sheet4,Khan_1_sheet4.JPG,85
dataset/images/1/ Khan_ 1_ sheet4_ 86.png,1,Khan,sheet4,Khan_1_sheet4.JPG,86
dataset/images/1/ Khan_ 1_ sheet4_ 87.png,1,Khan,sheet4,Khan_1_sheet4.JPG,87
dataset/images/1/ Khan_ 1_ sheet4_ 88.png,1,Khan,sheet4,Khan_1_sheet4.JPG,88
dataset/images/1/ Khan_ 1_ sheet4_ 89.png,1,Khan,sheet4,Khan_1_sheet4.JPG,89
dataset/images/1/ Khan_ 1_ sheet4_ 90.png,1,Khan,sheet4,Khan_1_sheet4.JPG,90
dataset/images/1/ Khan_ 1_ sheet4_ 91.png,1,Khan,sheet4,Khan_1_sheet4.JPG,91
dataset/images/1/ Khan_ 1_ sheet4_ 92.png,1,Khan,sheet4,Khan_1_sheet4.JPG,92
dataset/images/1/ Khan_ 1_ sheet4_ 93.png,1,Khan,sheet4,Khan_1_sheet4.JPG,93
dataset/images/1/ Khan_ 1_ sheet4_ 94.png,1,Khan,sheet4,Khan_1_sheet4.JPG,94
dataset/images/1/ Khan_ 1_ sheet4_ 95.png,1,Khan,sheet4,Khan_1_sheet4.JPG,95
dataset/images/1/ Khan_ 1_ sheet4_ 96.png,1,Khan,sheet4,Khan_1_sheet4.JPG,96
dataset/images/1/ Khan_ 1_ sheet4_ 97.png,1,Khan,sheet4,Khan_1_sheet4.JPG,97
dataset/images/1/ Khan_ 1_ sheet4_ 98.png,1,Khan,sheet4,Khan_1_sheet4.JPG,98
dataset/images/1/ Khan_ 1_ sheet4_ 99.png,1,Khan,sheet4,Khan_1_sheet4.JPG,99
dataset/images/2/ Khan_ 2_ sheet5_ 0.png,2,Khan,sheet5,Khan_2_sheet5.jpg,0
dataset/images/2/ Khan_ 2_ sheet5_ 1.png,2,Khan,sheet5,Khan_2_sheet5.jpg,1
dataset/images/2/ Khan_ 2_ sheet5_ 2.png,2,Khan,sheet5,Khan_2_sheet5.jpg,2
dataset/images/2/ Khan_ 2_ sheet5_ 3.png,2,Khan,sheet5,Khan_2_sheet5.jpg,3
dataset/images/2/ Khan_ 2_ sheet5_ 4.png,2,Khan,sheet5,Khan_2_sheet5.jpg,4
dataset/images/2/ Khan_ 2_ sheet5_ 5.png,2,Khan,sheet5,Khan_2_sheet5.jpg,5
dataset/images/2/ Khan_ 2_ sheet5_ 6.png,2,Khan,sheet5,Khan_2_sheet5.jpg,6
dataset/images/2/ Khan_ 2_ sheet5_ 7.png,2,Khan,sheet5,Khan_2_sheet5.jpg,7
dataset/images/2/ Khan_ 2_ sheet5_ 8.png,2,Khan,sheet5,Khan_2_sheet5.jpg,8
dataset/images/2/ Khan_ 2_ sheet5_ 9.png,2,Khan,sheet5,Khan_2_sheet5.jpg,9
dataset/images/2/ Khan_ 2_ sheet5_ 10.png,2,Khan,sheet5,Khan_2_sheet5.jpg,10
dataset/images/2/ Khan_ 2_ sheet5_ 11.png,2,Khan,sheet5,Khan_2_sheet5.jpg,11
dataset/images/2/ Khan_ 2_ sheet5_ 12.png,2,Khan,sheet5,Khan_2_sheet5.jpg,12
dataset/images/2/ Khan_ 2_ sheet5_ 13.png,2,Khan,sheet5,Khan_2_sheet5.jpg,13
dataset/images/2/ Khan_ 2_ sheet5_ 14.png,2,Khan,sheet5,Khan_2_sheet5.jpg,14
dataset/images/2/ Khan_ 2_ sheet5_ 15.png,2,Khan,sheet5,Khan_2_sheet5.jpg,15
dataset/images/2/ Khan_ 2_ sheet5_ 16.png,2,Khan,sheet5,Khan_2_sheet5.jpg,16
dataset/images/2/ Khan_ 2_ sheet5_ 17.png,2,Khan,sheet5,Khan_2_sheet5.jpg,17
dataset/images/2/ Khan_ 2_ sheet5_ 18.png,2,Khan,sheet5,Khan_2_sheet5.jpg,18
dataset/images/2/ Khan_ 2_ sheet5_ 19.png,2,Khan,sheet5,Khan_2_sheet5.jpg,19
dataset/images/2/ Khan_ 2_ sheet5_ 20.png,2,Khan,sheet5,Khan_2_sheet5.jpg,20
dataset/images/2/ Khan_ 2_ sheet5_ 21.png,2,Khan,sheet5,Khan_2_sheet5.jpg,21
dataset/images/2/ Khan_ 2_ sheet5_ 22.png,2,Khan,sheet5,Khan_2_sheet5.jpg,22
dataset/images/2/ Khan_ 2_ sheet5_ 23.png,2,Khan,sheet5,Khan_2_sheet5.jpg,23
dataset/images/2/ Khan_ 2_ sheet5_ 24.png,2,Khan,sheet5,Khan_2_sheet5.jpg,24
dataset/images/2/ Khan_ 2_ sheet5_ 25.png,2,Khan,sheet5,Khan_2_sheet5.jpg,25
dataset/images/2/ Khan_ 2_ sheet5_ 26.png,2,Khan,sheet5,Khan_2_sheet5.jpg,26
dataset/images/2/ Khan_ 2_ sheet5_ 27.png,2,Khan,sheet5,Khan_2_sheet5.jpg,27
dataset/images/2/ Khan_ 2_ sheet5_ 28.png,2,Khan,sheet5,Khan_2_sheet5.jpg,28
dataset/images/2/ Khan_ 2_ sheet5_ 29.png,2,Khan,sheet5,Khan_2_sheet5.jpg,29
dataset/images/2/ Khan_ 2_ sheet5_ 30.png,2,Khan,sheet5,Khan_2_sheet5.jpg,30
dataset/images/2/ Khan_ 2_ sheet5_ 31.png,2,Khan,sheet5,Khan_2_sheet5.jpg,31
dataset/images/2/ Khan_ 2_ sheet5_ 32.png,2,Khan,sheet5,Khan_2_sheet5.jpg,32
dataset/images/2/ Khan_ 2_ sheet5_ 33.png,2,Khan,sheet5,Khan_2_sheet5.jpg,33
dataset/images/2/ Khan_ 2_ sheet5_ 34.png,2,Khan,sheet5,Khan_2_sheet5.jpg,34
dataset/images/2/ Khan_ 2_ sheet5_ 35.png,2,Khan,sheet5,Khan_2_sheet5.jpg,35
dataset/images/2/ Khan_ 2_ sheet5_ 36.png,2,Khan,sheet5,Khan_2_sheet5.jpg,36
dataset/images/2/ Khan_ 2_ sheet5_ 37.png,2,Khan,sheet5,Khan_2_sheet5.jpg,37
dataset/images/2/ Khan_ 2_ sheet5_ 38.png,2,Khan,sheet5,Khan_2_sheet5.jpg,38
dataset/images/2/ Khan_ 2_ sheet5_ 39.png,2,Khan,sheet5,Khan_2_sheet5.jpg,39
dataset/images/2/ Khan_ 2_ sheet5_ 40.png,2,Khan,sheet5,Khan_2_sheet5.jpg,40
dataset/images/2/ Khan_ 2_ sheet5_ 41.png,2,Khan,sheet5,Khan_2_sheet5.jpg,41
dataset/images/2/ Khan_ 2_ sheet5_ 42.png,2,Khan,sheet5,Khan_2_sheet5.jpg,42
dataset/images/2/ Khan_ 2_ sheet5_ 43.png,2,Khan,sheet5,Khan_2_sheet5.jpg,43
dataset/images/2/ Khan_ 2_ sheet5_ 44.png,2,Khan,sheet5,Khan_2_sheet5.jpg,44
dataset/images/2/ Khan_ 2_ sheet5_ 45.png,2,Khan,sheet5,Khan_2_sheet5.jpg,45
dataset/images/2/ Khan_ 2_ sheet5_ 46.png,2,Khan,sheet5,Khan_2_sheet5.jpg,46
dataset/images/2/ Khan_ 2_ sheet5_ 47.png,2,Khan,sheet5,Khan_2_sheet5.jpg,47
dataset/images/2/ Khan_ 2_ sheet5_ 48.png,2,Khan,sheet5,Khan_2_sheet5.jpg,48
dataset/images/2/ Khan_ 2_ sheet5_ 49.png,2,Khan,sheet5,Khan_2_sheet5.jpg,49
dataset/images/2/ Khan_ 2_ sheet5_ 50.png,2,Khan,sheet5,Khan_2_sheet5.jpg,50
dataset/images/2/ Khan_ 2_ sheet5_ 51.png,2,Khan,sheet5,Khan_2_sheet5.jpg,51
dataset/images/2/ Khan_ 2_ sheet5_ 52.png,2,Khan,sheet5,Khan_2_sheet5.jpg,52
dataset/images/2/ Khan_ 2_ sheet5_ 53.png,2,Khan,sheet5,Khan_2_sheet5.jpg,53
dataset/images/2/ Khan_ 2_ sheet5_ 54.png,2,Khan,sheet5,Khan_2_sheet5.jpg,54
dataset/images/2/ Khan_ 2_ sheet5_ 55.png,2,Khan,sheet5,Khan_2_sheet5.jpg,55
dataset/images/2/ Khan_ 2_ sheet5_ 56.png,2,Khan,sheet5,Khan_2_sheet5.jpg,56
dataset/images/2/ Khan_ 2_ sheet5_ 57.png,2,Khan,sheet5,Khan_2_sheet5.jpg,57
dataset/images/2/ Khan_ 2_ sheet5_ 58.png,2,Khan,sheet5,Khan_2_sheet5.jpg,58
dataset/images/2/ Khan_ 2_ sheet5_ 59.png,2,Khan,sheet5,Khan_2_sheet5.jpg,59
dataset/images/2/ Khan_ 2_ sheet5_ 60.png,2,Khan,sheet5,Khan_2_sheet5.jpg,60
dataset/images/2/ Khan_ 2_ sheet5_ 61.png,2,Khan,sheet5,Khan_2_sheet5.jpg,61
dataset/images/2/ Khan_ 2_ sheet5_ 62.png,2,Khan,sheet5,Khan_2_sheet5.jpg,62
dataset/images/2/ Khan_ 2_ sheet5_ 63.png,2,Khan,sheet5,Khan_2_sheet5.jpg,63
dataset/images/2/ Khan_ 2_ sheet5_ 64.png,2,Khan,sheet5,Khan_2_sheet5.jpg,64
dataset/images/2/ Khan_ 2_ sheet5_ 65.png,2,Khan,sheet5,Khan_2_sheet5.jpg,65
dataset/images/2/ Khan_ 2_ sheet5_ 66.png,2,Khan,sheet5,Khan_2_sheet5.jpg,66
dataset/images/2/ Khan_ 2_ sheet5_ 67.png,2,Khan,sheet5,Khan_2_sheet5.jpg,67
dataset/images/2/ Khan_ 2_ sheet5_ 68.png,2,Khan,sheet5,Khan_2_sheet5.jpg,68
dataset/images/2/ Khan_ 2_ sheet5_ 69.png,2,Khan,sheet5,Khan_2_sheet5.jpg,69
dataset/images/2/ Khan_ 2_ sheet5_ 70.png,2,Khan,sheet5,Khan_2_sheet5.jpg,70
dataset/images/2/ Khan_ 2_ sheet5_ 71.png,2,Khan,sheet5,Khan_2_sheet5.jpg,71
dataset/images/2/ Khan_ 2_ sheet5_ 72.png,2,Khan,sheet5,Khan_2_sheet5.jpg,72
dataset/images/2/ Khan_ 2_ sheet5_ 73.png,2,Khan,sheet5,Khan_2_sheet5.jpg,73
dataset/images/2/ Khan_ 2_ sheet5_ 74.png,2,Khan,sheet5,Khan_2_sheet5.jpg,74
dataset/images/2/ Khan_ 2_ sheet5_ 75.png,2,Khan,sheet5,Khan_2_sheet5.jpg,75
dataset/images/2/ Khan_ 2_ sheet5_ 76.png,2,Khan,sheet5,Khan_2_sheet5.jpg,76
dataset/images/2/ Khan_ 2_ sheet5_ 77.png,2,Khan,sheet5,Khan_2_sheet5.jpg,77
dataset/images/2/ Khan_ 2_ sheet5_ 78.png,2,Khan,sheet5,Khan_2_sheet5.jpg,78
dataset/images/2/ Khan_ 2_ sheet5_ 79.png,2,Khan,sheet5,Khan_2_sheet5.jpg,79
dataset/images/2/ Khan_ 2_ sheet5_ 80.png,2,Khan,sheet5,Khan_2_sheet5.jpg,80
dataset/images/2/ Khan_ 2_ sheet5_ 81.png,2,Khan,sheet5,Khan_2_sheet5.jpg,81
dataset/images/2/ Khan_ 2_ sheet5_ 82.png,2,Khan,sheet5,Khan_2_sheet5.jpg,82
dataset/images/2/ Khan_ 2_ sheet5_ 83.png,2,Khan,sheet5,Khan_2_sheet5.jpg,83
dataset/images/2/ Khan_ 2_ sheet5_ 84.png,2,Khan,sheet5,Khan_2_sheet5.jpg,84
dataset/images/2/ Khan_ 2_ sheet5_ 85.png,2,Khan,sheet5,Khan_2_sheet5.jpg,85
dataset/images/2/ Khan_ 2_ sheet5_ 86.png,2,Khan,sheet5,Khan_2_sheet5.jpg,86
dataset/images/2/ Khan_ 2_ sheet5_ 87.png,2,Khan,sheet5,Khan_2_sheet5.jpg,87
dataset/images/2/ Khan_ 2_ sheet5_ 88.png,2,Khan,sheet5,Khan_2_sheet5.jpg,88
